5.741666666666666430e+01,-4.944444444444442865e+00,7.638618350028991699e-01;
6.124999999999999289e+01,-6.833333333333335702e+00,7.712519764900207520e-01;
5.169444444444444287e+01,1.722222222222221433e+00,4.592767059803009033e-01;
5.508333333333332860e+01,-4.000000000000000000e+00,6.784514784812927246e-01;
5.969444444444444287e+01,1.944444444444442865e+00,7.086904048919677734e-01;
6.130555555555555003e+01,-2.000000000000000000e+00,7.513949275016784668e-01;
6.169444444444444287e+01,1.050000000000000000e+01,5.802376866340637207e-01;
6.308333333333332860e+01,-2.944444444444442865e+00,7.557612657546997070e-01;
6.074999999999999289e+01,-1.455555555555555713e+01,2.349022030830383301e-01;
5.252777777777777146e+01,2.611111111111107164e+00,4.564189910888671875e-01;
6.180555555555555003e+01,-3.388888888888892836e+00,7.679133415222167969e-01;
6.441666666666667140e+01,-8.277777777777778567e+00,7.460302710533142090e-01;
5.241666666666666430e+01,-1.500000000000000000e+00,5.189676284790039062e-01;
6.330555555555555003e+01,-7.277777777777778567e+00,7.516531348228454590e-01;
6.263888888888888573e+01,1.005555555555555713e+01,2.532368302345275879e-01;
5.130555555555555003e+01,-1.122222222222222143e+01,2.887112796306610107e-01;
6.602777777777778567e+01,-1.444444444444444642e+01,5.530161857604980469e-01;
6.036111111111110716e+01,1.127777777777777857e+01,6.519303321838378906e-01;
6.197222222222222143e+01,-1.111111111111111072e+01,7.592704892158508301e-01;
5.297222222222222143e+01,7.222222222222214327e-01,4.800679981708526611e-01;
5.752777777777777146e+01,-1.444444444444442865e+00,6.306259036064147949e-01;
5.736111111111110716e+01,-2.833333333333335702e+00,7.007461190223693848e-01;
5.791666666666666430e+01,-8.055555555555557135e+00,8.115945458412170410e-01;
5.730555555555555003e+01,3.055555555555557135e+00,6.403291821479797363e-01;
6.469444444444444287e+01,-3.444444444444442865e+00,7.310917973518371582e-01;
5.002777777777777146e+01,-1.083333333333333570e+01,4.076752662658691406e-01;
5.374999999999999289e+01,-1.027777777777777857e+01,4.853577911853790283e-01;
6.158333333333332860e+01,3.388888888888885731e+00,6.663169264793395996e-01;
6.102777777777777146e+01,-4.333333333333335702e+00,7.713771462440490723e-01;
5.847222222222222143e+01,-1.438888888888888928e+01,2.225968390703201294e-01;
5.047222222222222143e+01,-1.200000000000000000e+01,2.330496311187744141e-01;
5.963888888888888573e+01,1.305555555555555003e+01,6.394376754760742188e-01;
6.047222222222222143e+01,-9.722222222222221433e+00,7.875047922134399414e-01;
6.408333333333334281e+01,-2.611111111111114269e+00,7.389286160469055176e-01;
4.958333333333332860e+01,-7.388888888888889284e+00,4.874002933502197266e-01;
6.552777777777778567e+01,-1.327777777777777857e+01,6.833067536354064941e-01;
5.952777777777777146e+01,-4.611111111111114269e+00,7.726377248764038086e-01;
5.197222222222222143e+01,-2.944444444444442865e+00,4.871722757816314697e-01;
6.819444444444444287e+01,-8.944444444444446418e+00,4.694631695747375488e-01;
5.897222222222222143e+01,7.833333333333328596e+00,6.386442780494689941e-01;
5.830555555555555003e+01,6.166666666666664298e+00,5.953387618064880371e-01;
5.263888888888888573e+01,1.833333333333328596e+00,4.635563194751739502e-01;
5.252777777777777146e+01,3.666666666666664298e+00,4.212038516998291016e-01;
5.691666666666666430e+01,3.333333333333285964e-01,5.757640004158020020e-01;
4.886111111111110716e+01,-5.611111111111114269e+00,4.875147342681884766e-01;
6.347222222222222143e+01,-1.544444444444444642e+01,2.658501267433166504e-01;
6.091666666666666430e+01,8.055555555555557135e+00,6.702495217323303223e-01;
5.830555555555555003e+01,-3.777777777777778567e+00,7.508348226547241211e-01;
5.580555555555555003e+01,1.405555555555555003e+01,5.123469829559326172e-01;
6.575000000000000000e+01,-5.666666666666664298e+00,2.534880638122558594e-01;
6.263888888888888573e+01,-6.277777777777778567e+00,7.600234746932983398e-01;
6.347222222222222143e+01,-3.500000000000000000e+00,7.590829730033874512e-01;
6.002777777777777146e+01,-4.111111111111114269e+00,7.661846876144409180e-01;
6.336111111111110716e+01,-1.105555555555555713e+01,7.501470446586608887e-01;
5.958333333333332860e+01,-1.144444444444444642e+01,7.547234296798706055e-01;
5.313888888888888573e+01,2.277777777777778567e+00,4.569440484046936035e-01;
6.708333333333334281e+01,-1.227777777777777857e+01,5.989562869071960449e-01;
5.597222222222222143e+01,-1.111111111111111072e+01,7.733283638954162598e-01;
6.163888888888888573e+01,1.294444444444444287e+01,5.711529254913330078e-01;
5.319444444444444287e+01,-3.388888888888892836e+00,5.823598504066467285e-01;
6.308333333333332860e+01,-1.322222222222222143e+01,6.875817179679870605e-01;
5.574999999999999289e+01,4.444444444444442865e+00,6.247953772544860840e-01;
5.802777777777777146e+01,-1.266666666666666785e+01,6.540607810020446777e-01;
5.908333333333332860e+01,-4.055555555555557135e+00,7.615174651145935059e-01;
5.980555555555555003e+01,1.133333333333332860e+01,6.515007019042968750e-01;
5.986111111111110716e+01,1.438888888888888573e+01,5.866684913635253906e-01;
5.774999999999999289e+01,1.238888888888888573e+01,6.137791872024536133e-01;
5.930555555555555003e+01,8.666666666666664298e+00,6.558801531791687012e-01;
5.952777777777777146e+01,8.333333333333285964e-01,7.177822589874267578e-01;
6.380555555555555003e+01,-8.444444444444446418e+00,7.509678602218627930e-01;
5.269444444444444287e+01,-7.222222222222214327e-01,5.022676587104797363e-01;
6.258333333333332860e+01,1.033333333333332860e+01,2.650624513626098633e-01;
5.663888888888888573e+01,-3.666666666666664298e+00,7.147933840751647949e-01;
6.380555555555555003e+01,-6.444444444444442865e+00,7.469763755798339844e-01;
5.113888888888888573e+01,-1.038888888888888928e+01,4.360546171665191650e-01;
5.902777777777777146e+01,-1.027777777777777857e+01,7.846848368644714355e-01;
6.669444444444444287e+01,-1.250000000000000000e+01,6.447627544403076172e-01;
6.386111111111110716e+01,-9.277777777777778567e+00,7.510882616043090820e-01;
5.824999999999999289e+01,5.111111111111107164e+00,6.455745100975036621e-01;
6.069444444444444287e+01,8.277777777777778567e+00,6.730013489723205566e-01;
6.080555555555555003e+01,-1.333333333333335702e+00,7.461565732955932617e-01;
5.702777777777777146e+01,-4.722222222222221433e+00,7.572950124740600586e-01;
6.202777777777777146e+01,-5.722222222222221433e+00,7.718915939331054688e-01;
6.002777777777777146e+01,-6.666666666666714036e-01,7.290951609611511230e-01;
6.191666666666666430e+01,-1.383333333333333570e+01,5.399390459060668945e-01;
5.013888888888888573e+01,-9.000000000000000000e+00,4.815528392791748047e-01;
6.174999999999999289e+01,-3.833333333333335702e+00,7.719389796257019043e-01;
6.219444444444444287e+01,7.388888888888885731e+00,5.339875221252441406e-01;
5.663888888888888573e+01,-3.888888888888928363e-01,5.614539980888366699e-01;
6.163888888888888573e+01,-6.222222222222221433e+00,7.718369960784912109e-01;
5.563888888888888573e+01,-4.555555555555557135e+00,7.177422046661376953e-01;
6.780555555555555713e+01,-1.111111111111111072e+01,4.263696372509002686e-01;
6.258333333333332860e+01,-1.266666666666666785e+01,6.916145682334899902e-01;
6.286111111111110716e+01,-1.388888888888888928e+01,6.534482240676879883e-01;
6.202777777777777146e+01,4.444444444444428655e-01,7.117011547088623047e-01;
6.236111111111110716e+01,9.000000000000000000e+00,4.434067308902740479e-01;
5.863888888888888573e+01,5.833333333333328596e+00,6.265562772750854492e-01;
5.697222222222222143e+01,-9.444444444444428655e-01,5.834040641784667969e-01;
6.063888888888888573e+01,1.438888888888888573e+01,4.285561442375183105e-01;
6.030555555555555003e+01,6.888888888888885731e+00,6.824173331260681152e-01;
5.691666666666666430e+01,-5.500000000000000000e+00,7.659916281700134277e-01;
5.774999999999999289e+01,6.333333333333328596e+00,5.660657286643981934e-01;
4.852777777777777146e+01,-5.444444444444442865e+00,4.375657141208648682e-01;
6.224999999999999289e+01,-1.411111111111111072e+01,5.723918080329895020e-01;
6.597222222222222854e+01,-1.388888888888888928e+01,6.353330016136169434e-01;
6.269444444444444287e+01,4.111111111111107164e+00,2.638711631298065186e-01;
5.547222222222222143e+01,1.333333333333332860e+01,3.505557179450988770e-01;
5.908333333333332860e+01,-1.355555555555555713e+01,4.522116482257843018e-01;
5.208333333333332860e+01,-9.500000000000000000e+00,4.360471665859222412e-01;
6.247222222222222143e+01,-3.888888888888892836e+00,7.717569470405578613e-01;
5.002777777777777146e+01,-6.777777777777778567e+00,4.835458695888519287e-01;
5.836111111111110716e+01,-1.244444444444444642e+01,6.801474690437316895e-01;
6.480555555555555713e+01,-1.383333333333333570e+01,6.782966256141662598e-01;
5.969444444444444287e+01,-1.205555555555555713e+01,6.646627187728881836e-01;
5.547222222222222143e+01,1.411111111111110716e+01,3.619537055492401123e-01;
5.669444444444444287e+01,4.444444444444428655e-01,5.841991901397705078e-01;
5.719444444444444287e+01,-1.133333333333333570e+01,7.864694595336914062e-01;
5.663888888888888573e+01,8.055555555555557135e+00,3.743382990360260010e-01;
6.091666666666666430e+01,9.111111111111107164e+00,6.680569648742675781e-01;
6.330555555555555003e+01,1.111111111111107164e+00,5.004833340644836426e-01;
6.552777777777778567e+01,-1.000000000000000000e+01,7.323392033576965332e-01;
5.374999999999999289e+01,-3.555555555555557135e+00,6.217732429504394531e-01;
5.436111111111110716e+01,-7.666666666666667851e+00,7.697220444679260254e-01;
5.552777777777777146e+01,1.377777777777777857e+01,3.832266032695770264e-01;
4.852777777777777146e+01,-6.555555555555557135e+00,4.121847152709960938e-01;
5.958333333333332860e+01,-2.666666666666671404e+00,7.598936557769775391e-01;
5.324999999999999289e+01,-8.166666666666667851e+00,6.335391402244567871e-01;
5.458333333333332860e+01,-9.777777777777778567e+00,7.316614985466003418e-01;
5.119444444444444287e+01,-1.005555555555555713e+01,4.536913931369781494e-01;
5.797222222222222143e+01,-9.444444444444428655e-01,6.539788842201232910e-01;
6.113888888888888573e+01,-4.888888888888892836e+00,7.754144072532653809e-01;
6.513888888888888573e+01,-5.388888888888892836e+00,6.837084889411926270e-01;
6.519444444444444287e+01,-1.355555555555555713e+01,6.858260035514831543e-01;
5.463888888888888573e+01,-7.500000000000000000e+00,7.845787405967712402e-01;
6.030555555555555003e+01,-4.444444444444428655e-01,7.313793897628784180e-01;
4.969444444444444287e+01,-9.333333333333335702e+00,4.870418012142181396e-01;
5.130555555555555003e+01,-8.777777777777778567e+00,5.153604745864868164e-01;
4.836111111111110716e+01,-3.500000000000000000e+00,3.456891179084777832e-01;
5.636111111111110716e+01,1.244444444444444287e+01,4.823905825614929199e-01;
6.241666666666666430e+01,-2.277777777777778567e+00,7.516030073165893555e-01;
6.430555555555555713e+01,-1.172222222222222143e+01,7.221516370773315430e-01;
6.630555555555555713e+01,-1.200000000000000000e+01,6.898433566093444824e-01;
5.330555555555555003e+01,5.388888888888885731e+00,5.376957654953002930e-01;
5.974999999999999289e+01,7.722222222222221433e+00,6.672407984733581543e-01;
6.197222222222222143e+01,4.222222222222221433e+00,5.678389072418212891e-01;
4.986111111111110716e+01,-2.055555555555557135e+00,4.426168203353881836e-01;
5.719444444444444287e+01,1.072222222222222143e+01,4.999489486217498779e-01;
6.013888888888888573e+01,-1.305555555555555713e+01,4.467239379882812500e-01;
5.974999999999999289e+01,1.116666666666666430e+01,6.499563455581665039e-01;
5.491666666666666430e+01,1.722222222222221433e+00,5.901663303375244141e-01;
6.441666666666667140e+01,-4.000000000000000000e+00,7.490338683128356934e-01;
5.858333333333332860e+01,-5.555555555555571345e-01,6.801739931106567383e-01;
6.091666666666666430e+01,8.777777777777778567e+00,6.684949994087219238e-01;
6.152777777777777146e+01,-7.944444444444446418e+00,7.792809605598449707e-01;
5.563888888888888573e+01,1.300000000000000000e+01,3.828738331794738770e-01;
4.913888888888888573e+01,-1.166666666666666785e+01,2.164295017719268799e-01;
6.469444444444444287e+01,-7.555555555555557135e+00,7.370002865791320801e-01;
5.008333333333332860e+01,-1.188888888888888928e+01,2.441312223672866821e-01;
